projectName,feedbackQuestionName,dateStart,dateEnd,userEmail,checkedAnswer,textAnswer
White-Lozano Project,Were the project resources allocated efficiently? Please rate from 1 to 5,30-04-2023,06-05-2023,igonzalez@example.org,3.0,
Harris-Randolph Initiative,How would you rate the problem-solving skills of the team?,02-07-2023,08-07-2023,shelley35@example.net,5.0,
Lyons-Harrison Initiative,Did you find the project timeline realistic? Please rate from 1 to 5,24-03-2024,30-03-2024,jessicadrake@example.org,3.0,Fair
"Silva, Wright and Schmidt Initiative",How satisfied are you with the project deliverables?,03-03-2024,09-03-2024,sespinoza@example.net,3.0,
"Johnson, Williams and Stanley Solution",Rate the effectiveness of the project management on a scale of 1 to 5,04-06-2023,10-06-2023,wilkersonkristopher@example.org,,
"Silva, Wright and Schmidt Initiative",Did you find the project timeline realistic? Please rate from 1 to 5,26-03-2023,01-04-2023,jonathan40@example.com,,
Shaw-Lara Solution,How satisfied are you with the level of collaboration within the team?,18-06-2023,24-06-2023,annacarney@example.net,1.0,
Walker-Evans Initiative,Were the project resources allocated efficiently? Please rate from 1 to 5,16-10-2022,22-10-2022,charlesbest@example.net,3.0,
Harrison LLC Solution,Rate the accuracy of the project budget estimation from 1 to 5,23-07-2023,29-07-2023,earl90@example.org,3.0,Poor
Sanchez Inc Initiative,Rate the effectiveness of the project management on a scale of 1 to 5,06-11-2022,12-11-2022,elizabethrowe@example.net,,
Carson-Clayton Initiative,How satisfied are you with the overall progress of the project?,25-06-2023,01-07-2023,brandy69@example.net,2.0,
Vasquez PLC Initiative,Rate the communication between team members on a scale of 1 to 5,26-06-2022,02-07-2022,rebeccamanning@example.org,5.0,
Rodriguez-Fletcher Solution,Did you find the project timeline realistic? Please rate from 1 to 5,25-02-2024,02-03-2024,abigail35@example.net,1.0,
"Adams, Stewart and Thompson Initiative",How would you rate the level of client satisfaction with the project outcomes?,06-08-2023,12-08-2023,lisamathis@example.org,3.0,
Nguyen-Cox Initiative,Rate the level of stakeholder engagement on a scale of 1 to 5,11-06-2023,17-06-2023,xconrad@example.net,3.0,
Bailey-Jimenez Solution,Did you find the project timeline realistic? Please rate from 1 to 5,13-11-2022,19-11-2022,todd03@example.com,5.0,
White-Holland Solution,How satisfied are you with the level of collaboration within the team?,21-08-2022,27-08-2022,williamgarcia@example.org,2.0,Average
Carson-Clayton Initiative,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,01-05-2022,07-05-2022,chapmanspencer@example.org,2.0,
Lucas Inc Initiative,How would you rate the problem-solving skills of the team?,28-05-2023,03-06-2023,kevinbarnes@example.org,5.0,
"Lam, Fisher and Abbott Project",Did the project meet your expectations? Please rate from 1 to 5,26-03-2023,01-04-2023,jamesmurray@example.org,4.0,
Lewis PLC Project,How would you rate the quality of work delivered by the team?,11-06-2023,17-06-2023,fburke@example.com,3.0,Excellent
Nguyen-Cox Initiative,Did the project meet the specified deadlines? Please rate from 1 to 5,16-04-2023,22-04-2023,tarawalker@example.org,4.0,Average
"Rice, Jones and Harris Initiative",How satisfied are you with the project deliverables?,18-02-2024,24-02-2024,bcallahan@example.net,5.0,
Harris-Randolph Initiative,Rate the level of innovation demonstrated in the project from 1 to 5,24-12-2023,30-12-2023,bakermary@example.com,,
Miller Group Project,How satisfied are you with the level of collaboration within the team?,08-01-2023,14-01-2023,jonestravis@example.com,3.0,
Knox-Pope Initiative,Rate the level of innovation demonstrated in the project from 1 to 5,15-05-2022,21-05-2022,austinmoore@example.net,1.0,Average
"Smith, Richard and Arroyo Project",Rate the level of adaptability shown by the team members on a scale of 1 to 5,17-07-2022,23-07-2022,kfrancis@example.net,4.0,
Warren-Ingram Initiative,How would you rate the quality of work delivered by the team?,10-04-2022,16-04-2022,joannalvarez@example.com,4.0,
Thomas Inc Project,How would you rate the problem-solving skills of the team?,14-08-2022,20-08-2022,stefanie48@example.com,4.0,
Roberts Ltd Initiative,Did the project meet your expectations? Please rate from 1 to 5,17-12-2023,23-12-2023,ericacherry@example.org,2.0,
Warren-Ingram Initiative,How satisfied are you with the project deliverables?,14-05-2023,20-05-2023,allen10@example.net,1.0,
Lewis PLC Project,Rate the effectiveness of the project management on a scale of 1 to 5,12-06-2022,18-06-2022,barbara52@example.net,4.0,
Morgan Inc Project,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,02-07-2023,08-07-2023,cfrank@example.net,,
"Rice, Jones and Harris Initiative",Rate the effectiveness of the project management on a scale of 1 to 5,26-06-2022,02-07-2022,jenniferduffy@example.com,,
Lucas Inc Initiative,Were the project goals clearly defined? Please rate from 1 to 5,26-03-2023,01-04-2023,james22@example.org,4.0,
Knox-Pope Initiative,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,02-10-2022,08-10-2022,mccoyjeffrey@example.com,,
Hale-Aguilar Solution,Rate the communication between team members on a scale of 1 to 5,10-12-2023,16-12-2023,kcollins@example.net,2.0,
Sanchez Inc Initiative,Were the project risks effectively managed? Please rate from 1 to 5,27-11-2022,03-12-2022,suttontodd@example.org,1.0,
Warren-Ingram Initiative,How would you rate the quality of work delivered by the team?,12-06-2022,18-06-2022,melissa92@example.org,4.0,
Nguyen-Cox Initiative,Rate the level of stakeholder engagement on a scale of 1 to 5,12-03-2023,18-03-2023,cwells@example.net,2.0,
"Johnson, Williams and Stanley Solution",Did the project meet your expectations? Please rate from 1 to 5,26-02-2023,04-03-2023,kayla27@example.com,3.0,
Ford-Gibson Project,How satisfied are you with the level of transparency in project communication?,16-04-2023,22-04-2023,crawfordrobert@example.com,1.0,
"Webster, Wiley and Phillips Project",How satisfied are you with the level of collaboration within the team?,12-03-2023,18-03-2023,qsmith@example.com,1.0,
Vasquez PLC Initiative,Were the project resources allocated efficiently? Please rate from 1 to 5,12-03-2023,18-03-2023,crystaldaniels@example.org,4.0,Average
Ford-Gibson Project,Rate the level of stakeholder engagement on a scale of 1 to 5,01-05-2022,07-05-2022,sarah44@example.com,,
Wright PLC Solution,How satisfied are you with the overall progress of the project?,11-12-2022,17-12-2022,greenbenjamin@example.com,1.0,Average
Thomas Inc Project,How would you rate the problem-solving skills of the team?,20-08-2023,26-08-2023,smithbeth@example.net,,
Love Inc Initiative,Rate the communication between team members on a scale of 1 to 5,23-07-2023,29-07-2023,josephjoyce@example.com,5.0,
Shaw-Lara Solution,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,26-06-2022,02-07-2022,bennettchristopher@example.org,2.0,
Harrison LLC Solution,How would you rate the level of client satisfaction with the project outcomes?,05-06-2022,11-06-2022,tiffanyaguirre@example.net,5.0,
Bell-Henderson Project,Rate the level of innovation demonstrated in the project from 1 to 5,14-01-2024,20-01-2024,karenhouston@example.net,3.0,
Morgan Inc Project,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,07-05-2023,13-05-2023,jacobwhite@example.org,2.0,
"Smith, Richard and Arroyo Project",Were the project resources allocated efficiently? Please rate from 1 to 5,08-10-2023,14-10-2023,martinezpamela@example.net,5.0,
Davis-Sullivan Project,Did you find the project timeline realistic? Please rate from 1 to 5,17-04-2022,23-04-2022,danacook@example.net,,
Vasquez PLC Initiative,How would you rate the problem-solving skills of the team?,14-08-2022,20-08-2022,yhudson@example.org,,
Hale-Aguilar Solution,How would you rate the quality of work delivered by the team?,10-03-2024,16-03-2024,kennethryan@example.net,4.0,
"Lam, Fisher and Abbott Project",Did the project meet the specified deadlines? Please rate from 1 to 5,29-05-2022,04-06-2022,steven98@example.org,2.0,
Singh Ltd Solution,Did the project meet the specified deadlines? Please rate from 1 to 5,10-12-2023,16-12-2023,rtaylor@example.org,3.0,
Nguyen-Cox Initiative,Rate the accuracy of the project budget estimation from 1 to 5,20-08-2023,26-08-2023,gregorycaleb@example.org,3.0,Fair
Hale-Aguilar Solution,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,16-04-2023,22-04-2023,richardsdenise@example.net,2.0,
Carson-Clayton Initiative,Rate the effectiveness of the project management on a scale of 1 to 5,25-06-2023,01-07-2023,munozjonathan@example.net,,
Nguyen-Cox Initiative,Rate the level of adaptability shown by the team members on a scale of 1 to 5,26-02-2023,04-03-2023,simpsonconnie@example.com,,
"Hale, Gray and Martinez Initiative",Rate the level of innovation demonstrated in the project from 1 to 5,12-02-2023,18-02-2023,awilson@example.com,,Poor
"Webster, Wiley and Phillips Project",How satisfied are you with the level of transparency in project communication?,12-06-2022,18-06-2022,simpsonconnie@example.com,4.0,
Singh Ltd Solution,Were the project resources allocated efficiently? Please rate from 1 to 5,13-11-2022,19-11-2022,suttontodd@example.org,,
Boyer Inc Solution,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,10-07-2022,16-07-2022,annberg@example.com,1.0,
White-Lozano Project,Rate the level of adaptability shown by the team members on a scale of 1 to 5,26-06-2022,02-07-2022,mcervantes@example.com,1.0,
"Silva, Wright and Schmidt Initiative",Were the project risks effectively managed? Please rate from 1 to 5,03-07-2022,09-07-2022,david67@example.org,4.0,
Morgan Inc Project,How satisfied are you with the project deliverables?,01-05-2022,07-05-2022,amber00@example.com,,
"Johnson, Pierce and Davis Project",How would you rate the level of client satisfaction with the project outcomes?,04-02-2024,10-02-2024,clarkandrea@example.com,,
Pierce and Sons Solution,Rate the level of innovation demonstrated in the project from 1 to 5,12-03-2023,18-03-2023,robert49@example.com,3.0,
"Johnson, Pierce and Davis Project",Were the project resources allocated efficiently? Please rate from 1 to 5,21-08-2022,27-08-2022,lcisneros@example.com,,
"Lopez, Ramirez and Harris Initiative",Rate the effectiveness of the project management on a scale of 1 to 5,19-02-2023,25-02-2023,stevenssierra@example.org,,
Warren-Ingram Initiative,Rate the level of innovation demonstrated in the project from 1 to 5,31-12-2023,06-01-2024,laura86@example.org,5.0,
Davis-Sullivan Project,How would you rate the problem-solving skills of the team?,08-05-2022,14-05-2022,vasquezkrista@example.com,,
Bell-Henderson Project,How would you rate the level of client satisfaction with the project outcomes?,27-08-2023,02-09-2023,hammondpamela@example.org,5.0,
Ford-Gibson Project,Rate the level of adaptability shown by the team members on a scale of 1 to 5,17-09-2023,23-09-2023,mcarter@example.org,4.0,
Knox-Pope Initiative,How satisfied are you with the level of transparency in project communication?,21-05-2023,27-05-2023,burtonmark@example.net,3.0,
Vasquez PLC Initiative,How would you rate the level of client satisfaction with the project outcomes?,25-09-2022,01-10-2022,nortonstacey@example.com,3.0,
Davis-Sullivan Project,Rate the level of adaptability shown by the team members on a scale of 1 to 5,30-10-2022,05-11-2022,madisonjones@example.org,1.0,
Ford-Gibson Project,Were the project risks effectively managed? Please rate from 1 to 5,04-12-2022,10-12-2022,ricardodavis@example.org,,
White-Holland Solution,How would you rate the level of client satisfaction with the project outcomes?,29-05-2022,04-06-2022,fpatrick@example.com,4.0,Good
Boyer Inc Solution,How would you rate the quality of work delivered by the team?,31-03-2024,06-04-2024,robbinsjulie@example.org,5.0,
"Monroe, Campbell and Mack Initiative",How satisfied are you with the overall progress of the project?,24-03-2024,30-03-2024,martinezdebra@example.com,3.0,
Carson-Clayton Initiative,How would you rate the quality of work delivered by the team?,25-09-2022,01-10-2022,robertyang@example.com,3.0,
Miller Group Project,Rate the level of innovation demonstrated in the project from 1 to 5,30-07-2023,05-08-2023,mchavez@example.org,2.0,
"Monroe, Campbell and Mack Initiative",How satisfied are you with the level of collaboration within the team?,14-08-2022,20-08-2022,kelly70@example.org,,
"Hale, Gray and Martinez Initiative",Rate the level of adaptability shown by the team members on a scale of 1 to 5,21-01-2024,27-01-2024,marypeters@example.com,2.0,
Roberts Ltd Initiative,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,06-08-2023,12-08-2023,ydelgado@example.com,,
Williams LLC Initiative,Rate the level of stakeholder engagement on a scale of 1 to 5,11-06-2023,17-06-2023,sarah58@example.net,5.0,
Morgan Inc Project,How satisfied are you with the project deliverables?,17-04-2022,23-04-2022,laguilar@example.net,4.0,
Bell-Henderson Project,How satisfied are you with the level of transparency in project communication?,28-08-2022,03-09-2022,daniellegilbert@example.com,4.0,
"Smith, Richard and Arroyo Project",How would you rate the problem-solving skills of the team?,14-01-2024,20-01-2024,elizabethjacobson@example.com,3.0,
Singh Ltd Solution,Were the project risks effectively managed? Please rate from 1 to 5,11-02-2024,17-02-2024,churchpaul@example.net,1.0,
"Webster, Wiley and Phillips Project",Rate the level of adaptability shown by the team members on a scale of 1 to 5,11-02-2024,17-02-2024,pschaefer@example.com,5.0,
Wright PLC Solution,Rate the communication between team members on a scale of 1 to 5,08-10-2023,14-10-2023,danathornton@example.com,4.0,
Roberts Ltd Initiative,How satisfied are you with the level of transparency in project communication?,02-04-2023,08-04-2023,ronaldlopez@example.com,5.0,
Singh Ltd Solution,Rate the accuracy of the project budget estimation from 1 to 5,28-08-2022,03-09-2022,davismatthew@example.org,3.0,
Lyons-Harrison Initiative,Did you find the project timeline realistic? Please rate from 1 to 5,10-07-2022,16-07-2022,beardrose@example.org,,
Nolan-Clark Initiative,How satisfied are you with the overall progress of the project?,21-08-2022,27-08-2022,murphymaria@example.org,1.0,
Knox-Pope Initiative,Did the project meet your expectations? Please rate from 1 to 5,11-09-2022,17-09-2022,geoffrey95@example.org,2.0,
"Johnson, Pierce and Davis Project",Rate the effectiveness of the project management on a scale of 1 to 5,05-11-2023,11-11-2023,rgraves@example.net,,Average
Williams LLC Initiative,How satisfied are you with the project deliverables?,24-04-2022,30-04-2022,shari30@example.com,4.0,Fair
Pierce and Sons Solution,How would you rate the problem-solving skills of the team?,02-04-2023,08-04-2023,christophercook@example.net,3.0,
Knox-Pope Initiative,How satisfied are you with the overall progress of the project?,25-09-2022,01-10-2022,kgraham@example.org,3.0,
"Webster, Wiley and Phillips Project",Rate the communication between team members on a scale of 1 to 5,20-11-2022,26-11-2022,dalemartinez@example.org,3.0,
Singh Ltd Solution,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,11-12-2022,17-12-2022,jane97@example.org,5.0,
Nolan-Clark Initiative,How would you rate the quality of work delivered by the team?,21-05-2023,27-05-2023,vdalton@example.org,5.0,Average
Warren-Ingram Initiative,Were the project resources allocated efficiently? Please rate from 1 to 5,29-01-2023,04-02-2023,kclark@example.com,3.0,
Bell-Henderson Project,Rate the communication between team members on a scale of 1 to 5,11-09-2022,17-09-2022,jason70@example.org,4.0,
Shaw-Lara Solution,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,09-10-2022,15-10-2022,bennettchristopher@example.org,1.0,
Weaver Group Solution,Were the project resources allocated efficiently? Please rate from 1 to 5,03-12-2023,09-12-2023,paulmoreno@example.com,3.0,
Harrison LLC Solution,How would you rate the quality of work delivered by the team?,21-08-2022,27-08-2022,gserrano@example.org,,
"Webster, Wiley and Phillips Project",Did you find the project timeline realistic? Please rate from 1 to 5,17-03-2024,23-03-2024,ohenson@example.net,2.0,
"Monroe, Campbell and Mack Initiative",Were the project goals clearly defined? Please rate from 1 to 5,19-11-2023,25-11-2023,staceybooth@example.net,2.0,
Nguyen-Cox Initiative,How satisfied are you with the project deliverables?,09-10-2022,15-10-2022,tammyreeves@example.org,,
Carson-Clayton Initiative,How satisfied are you with the level of transparency in project communication?,24-04-2022,30-04-2022,stephanieadams@example.org,3.0,
White-Holland Solution,How satisfied are you with the overall progress of the project?,08-01-2023,14-01-2023,tyler00@example.net,1.0,
"Adams, Stewart and Thompson Initiative",Were the project resources allocated efficiently? Please rate from 1 to 5,04-02-2024,10-02-2024,williamjackson@example.com,3.0,
"Silva, Wright and Schmidt Initiative",Rate the communication between team members on a scale of 1 to 5,21-08-2022,27-08-2022,reedstephen@example.com,3.0,
Weaver Group Solution,How satisfied are you with the level of collaboration within the team?,28-08-2022,03-09-2022,oroberts@example.net,1.0,
Knox-Pope Initiative,How would you rate the quality of work delivered by the team?,09-07-2023,15-07-2023,scott54@example.com,1.0,
"Silva, Wright and Schmidt Initiative",Were the project risks effectively managed? Please rate from 1 to 5,29-01-2023,04-02-2023,lewismorgan@example.com,,
"Johnson, Pierce and Davis Project",How would you rate the quality of work delivered by the team?,29-10-2023,04-11-2023,rachel71@example.com,2.0,Excellent
Lewis PLC Project,How would you rate the quality of work delivered by the team?,12-03-2023,18-03-2023,glynch@example.net,2.0,
Knox-Pope Initiative,How would you rate the quality of work delivered by the team?,24-09-2023,30-09-2023,amy75@example.net,3.0,
Roberts Ltd Initiative,How would you rate the problem-solving skills of the team?,18-12-2022,24-12-2022,sarah96@example.org,3.0,Good
Knox-Pope Initiative,Did the project meet the specified deadlines? Please rate from 1 to 5,15-10-2023,21-10-2023,scott66@example.net,,
"Lam, Fisher and Abbott Project",Were the project goals clearly defined? Please rate from 1 to 5,30-04-2023,06-05-2023,ythomas@example.org,5.0,
Clark Group Initiative,How would you rate the problem-solving skills of the team?,06-11-2022,12-11-2022,powellteresa@example.net,,
Lucas Inc Initiative,Rate the level of stakeholder engagement on a scale of 1 to 5,13-11-2022,19-11-2022,timothyholland@example.com,,
Nguyen-Cox Initiative,Rate the level of adaptability shown by the team members on a scale of 1 to 5,15-01-2023,21-01-2023,amyavila@example.net,5.0,
Singh Ltd Solution,Did the project meet the specified deadlines? Please rate from 1 to 5,09-04-2023,15-04-2023,amoran@example.org,2.0,
Nolan-Clark Initiative,How satisfied are you with the overall progress of the project?,17-04-2022,23-04-2022,andrew20@example.com,1.0,
Love Inc Initiative,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,03-07-2022,09-07-2022,corey93@example.net,4.0,
Lewis PLC Project,Were the project resources allocated efficiently? Please rate from 1 to 5,11-02-2024,17-02-2024,khanemily@example.net,4.0,Poor
"Johnson, Pierce and Davis Project",Did the project meet your expectations? Please rate from 1 to 5,11-12-2022,17-12-2022,davenportruth@example.net,2.0,
"Adams, Stewart and Thompson Initiative",How would you rate the level of client satisfaction with the project outcomes?,26-06-2022,02-07-2022,johnsoneric@example.org,2.0,
Davis-Sullivan Project,How would you rate the problem-solving skills of the team?,18-02-2024,24-02-2024,edwardday@example.com,,
Hale-Aguilar Solution,How would you rate the problem-solving skills of the team?,28-01-2024,03-02-2024,amber74@example.com,5.0,
Weaver Group Solution,Rate the accuracy of the project budget estimation from 1 to 5,12-03-2023,18-03-2023,simpsonnicole@example.net,3.0,
Morgan Inc Project,Rate the accuracy of the project budget estimation from 1 to 5,11-12-2022,17-12-2022,ywilliamson@example.org,,
Bell-Henderson Project,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,04-06-2023,10-06-2023,michelefarmer@example.net,,Average
"Johnson, Williams and Stanley Solution",How would you rate the quality of work delivered by the team?,31-12-2023,06-01-2024,james97@example.com,3.0,
Vasquez PLC Initiative,Were the project goals clearly defined? Please rate from 1 to 5,20-11-2022,26-11-2022,claire37@example.org,,
Shaw-Lara Solution,Were the project goals clearly defined? Please rate from 1 to 5,24-03-2024,30-03-2024,ariaslisa@example.org,3.0,
"Monroe, Campbell and Mack Initiative",Rate the level of innovation demonstrated in the project from 1 to 5,15-05-2022,21-05-2022,adam40@example.net,2.0,Excellent
Pierce and Sons Solution,How would you rate the quality of work delivered by the team?,24-03-2024,30-03-2024,podom@example.com,,
Lucas Inc Initiative,Were the project goals clearly defined? Please rate from 1 to 5,24-07-2022,30-07-2022,josephmay@example.net,3.0,Average
Pierce and Sons Solution,Rate the level of adaptability shown by the team members on a scale of 1 to 5,18-09-2022,24-09-2022,conniehiggins@example.org,3.0,Average
Nguyen-Cox Initiative,How would you rate the problem-solving skills of the team?,02-07-2023,08-07-2023,elizabethvincent@example.org,,Average
Carson-Clayton Initiative,How satisfied are you with the level of collaboration within the team?,19-11-2023,25-11-2023,nunezangela@example.org,3.0,
Harris-Randolph Initiative,Did you find the project timeline realistic? Please rate from 1 to 5,21-01-2024,27-01-2024,acortez@example.com,4.0,
Nolan-Clark Initiative,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,13-11-2022,19-11-2022,tiffany81@example.com,,
"Hale, Gray and Martinez Initiative",How would you rate the level of client satisfaction with the project outcomes?,24-07-2022,30-07-2022,tony39@example.net,5.0,
"Lopez, Ramirez and Harris Initiative",How would you rate the level of client satisfaction with the project outcomes?,11-09-2022,17-09-2022,jerry57@example.org,,
Love Inc Initiative,How satisfied are you with the overall progress of the project?,12-02-2023,18-02-2023,rebeccarodriguez@example.com,,
Boyer Inc Solution,How satisfied are you with the project deliverables?,03-12-2023,09-12-2023,lindablackburn@example.net,,Good
"Smith, Richard and Arroyo Project",Did you find the project timeline realistic? Please rate from 1 to 5,17-09-2023,23-09-2023,ygarza@example.net,,
White-Lozano Project,Rate the level of innovation demonstrated in the project from 1 to 5,16-07-2023,22-07-2023,walter13@example.org,3.0,
Miller Group Project,How satisfied are you with the level of collaboration within the team?,31-03-2024,06-04-2024,xdavis@example.net,5.0,
"Johnson, Williams and Stanley Solution",How would you rate the problem-solving skills of the team?,17-04-2022,23-04-2022,sarah03@example.org,1.0,
Shaffer-Donovan Initiative,Did the project meet the specified deadlines? Please rate from 1 to 5,22-01-2023,28-01-2023,bradwilliams@example.net,5.0,
Singh Ltd Solution,Did the project meet the specified deadlines? Please rate from 1 to 5,10-03-2024,16-03-2024,wgonzalez@example.com,5.0,
"Smith, Richard and Arroyo Project",Did you find the project timeline realistic? Please rate from 1 to 5,23-04-2023,29-04-2023,karenphillips@example.org,5.0,
Wright PLC Solution,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,05-03-2023,11-03-2023,sreeves@example.com,1.0,
Davis-Sullivan Project,Rate the level of stakeholder engagement on a scale of 1 to 5,04-06-2023,10-06-2023,ruben12@example.org,2.0,
Bell-Henderson Project,Were the project risks effectively managed? Please rate from 1 to 5,16-10-2022,22-10-2022,bnichols@example.org,,
Pierce and Sons Solution,Did the project meet your expectations? Please rate from 1 to 5,17-04-2022,23-04-2022,henry89@example.com,2.0,Fair
Martinez Inc Solution,How would you rate the level of client satisfaction with the project outcomes?,02-10-2022,08-10-2022,kvaldez@example.org,5.0,
Boyer Inc Solution,Rate the communication between team members on a scale of 1 to 5,06-11-2022,12-11-2022,derrick89@example.org,2.0,
Williams LLC Initiative,Were the project resources allocated efficiently? Please rate from 1 to 5,15-01-2023,21-01-2023,charleshorne@example.org,,
Shaffer-Donovan Initiative,How satisfied are you with the project deliverables?,03-09-2023,09-09-2023,amberowens@example.org,5.0,
Yoder Inc Initiative,Were the project goals clearly defined? Please rate from 1 to 5,26-03-2023,01-04-2023,rachel30@example.org,,
Weaver Group Solution,How satisfied are you with the level of collaboration within the team?,31-03-2024,06-04-2024,rasmussenmichael@example.org,2.0,
Pierce and Sons Solution,Were the project risks effectively managed? Please rate from 1 to 5,24-12-2023,30-12-2023,andreaaustin@example.net,3.0,
Lyons-Harrison Initiative,Were the project resources allocated efficiently? Please rate from 1 to 5,20-11-2022,26-11-2022,qyoung@example.com,,
"Johnson, Williams and Stanley Solution",How would you rate the level of client satisfaction with the project outcomes?,16-04-2023,22-04-2023,kingscott@example.org,,
"Johnson, Pierce and Davis Project",Did the project meet your expectations? Please rate from 1 to 5,17-12-2023,23-12-2023,joannedavis@example.net,2.0,
Pierce and Sons Solution,Were the project resources allocated efficiently? Please rate from 1 to 5,21-08-2022,27-08-2022,andreaaustin@example.net,5.0,
Rodriguez-Fletcher Solution,How satisfied are you with the level of collaboration within the team?,09-10-2022,15-10-2022,samantha27@example.net,4.0,Excellent
"Monroe, Campbell and Mack Initiative",How satisfied are you with the overall progress of the project?,04-09-2022,10-09-2022,georgequinn@example.com,5.0,
Carson-Clayton Initiative,How satisfied are you with the level of collaboration within the team?,06-08-2023,12-08-2023,mariawilliams@example.com,,
Miller Group Project,Did you find the project timeline realistic? Please rate from 1 to 5,17-07-2022,23-07-2022,oliviachurch@example.org,2.0,
Pierce and Sons Solution,Rate the effectiveness of the project management on a scale of 1 to 5,08-10-2023,14-10-2023,laurenlee@example.net,,
Sanchez Inc Initiative,Did you find the project timeline realistic? Please rate from 1 to 5,26-06-2022,02-07-2022,andrew68@example.com,,
Carson-Clayton Initiative,How satisfied are you with the overall progress of the project?,06-08-2023,12-08-2023,turnersusan@example.org,2.0,
Clark Group Initiative,Rate the accuracy of the project budget estimation from 1 to 5,06-11-2022,12-11-2022,andreagonzalez@example.com,3.0,
"Hale, Gray and Martinez Initiative",Rate the level of innovation demonstrated in the project from 1 to 5,06-08-2023,12-08-2023,scott92@example.org,2.0,
Clark Group Initiative,How satisfied are you with the overall progress of the project?,19-03-2023,25-03-2023,deborah35@example.org,5.0,
Clark Group Initiative,How satisfied are you with the overall progress of the project?,11-09-2022,17-09-2022,kskinner@example.com,4.0,Poor
"Adams, Stewart and Thompson Initiative",Did you find the project timeline realistic? Please rate from 1 to 5,26-11-2023,02-12-2023,alicia66@example.net,,
"Smith, Richard and Arroyo Project",How satisfied are you with the project deliverables?,09-10-2022,15-10-2022,chase92@example.net,3.0,
Davis-Sullivan Project,How satisfied are you with the overall progress of the project?,26-03-2023,01-04-2023,john24@example.org,3.0,
"Rice, Jones and Harris Initiative",Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,31-12-2023,06-01-2024,zbaker@example.org,5.0,
Weaver Group Solution,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,14-08-2022,20-08-2022,beanduane@example.org,,
Bailey-Jimenez Solution,Rate the level of adaptability shown by the team members on a scale of 1 to 5,10-12-2023,16-12-2023,bennettshawn@example.org,1.0,
"Hall, Copeland and Fuller Solution",How would you rate the level of client satisfaction with the project outcomes?,11-12-2022,17-12-2022,kathleen60@example.org,3.0,Good
Bell-Henderson Project,How satisfied are you with the project deliverables?,04-12-2022,10-12-2022,dfoster@example.com,4.0,
Ford-Gibson Project,Were the project risks effectively managed? Please rate from 1 to 5,19-02-2023,25-02-2023,uramos@example.net,,
Morgan Inc Project,How would you rate the level of client satisfaction with the project outcomes?,13-11-2022,19-11-2022,joseph96@example.org,1.0,
Wright PLC Solution,Did the project meet your expectations? Please rate from 1 to 5,04-02-2024,10-02-2024,acostajeremy@example.net,5.0,Excellent
"Webster, Wiley and Phillips Project",Rate the level of adaptability shown by the team members on a scale of 1 to 5,12-03-2023,18-03-2023,allencraig@example.net,1.0,
"Rice, Jones and Harris Initiative",Did the project meet your expectations? Please rate from 1 to 5,08-10-2023,14-10-2023,lyonschristopher@example.com,5.0,
"Silva, Wright and Schmidt Initiative",Did the project meet the specified deadlines? Please rate from 1 to 5,12-11-2023,18-11-2023,courtney04@example.com,4.0,
Harris-Randolph Initiative,Rate the communication between team members on a scale of 1 to 5,21-08-2022,27-08-2022,christophervelez@example.net,1.0,Excellent
"Webster, Wiley and Phillips Project",How satisfied are you with the level of collaboration within the team?,11-12-2022,17-12-2022,john86@example.net,5.0,
Morgan Inc Project,Did the project meet your expectations? Please rate from 1 to 5,05-03-2023,11-03-2023,brentday@example.net,1.0,
"Webster, Wiley and Phillips Project",Were the project goals clearly defined? Please rate from 1 to 5,11-02-2024,17-02-2024,pschaefer@example.com,2.0,
"Monroe, Campbell and Mack Initiative",How would you rate the level of client satisfaction with the project outcomes?,29-10-2023,04-11-2023,pmack@example.net,1.0,Average
Boyer Inc Solution,Rate the level of stakeholder engagement on a scale of 1 to 5,25-02-2024,02-03-2024,jacksonkristin@example.org,2.0,Good
Williams LLC Initiative,Did you find the project timeline realistic? Please rate from 1 to 5,22-05-2022,28-05-2022,mmitchell@example.net,1.0,
Lucas Inc Initiative,Rate the level of stakeholder engagement on a scale of 1 to 5,04-06-2023,10-06-2023,logan81@example.org,,
Sanchez Inc Initiative,How would you rate the level of client satisfaction with the project outcomes?,21-05-2023,27-05-2023,simmonsmatthew@example.org,2.0,
Boyer Inc Solution,How would you rate the quality of work delivered by the team?,24-07-2022,30-07-2022,vincentbrown@example.org,3.0,
