userEmail,projectSelected,dateStart,dateEnd,taskSelected,commentAdded,d0,d1,d2,d3,d4,d5,d6,activityName
krodgers@example.net,Roberts Ltd Initiative,25-09-2022,01-10-2022,,,0.0,6.0,4.0,4.0,9.0,5.0,3.0,BAU Activity
oarmstrong@example.org,Martinez Inc Solution,09-04-2023,15-04-2023,,Eager to collaborate with the team,6.0,12.0,4.0,2.0,1.0,12.0,12.0,BAU Activity
vargasjacqueline@example.org,Boyer Inc Solution,04-09-2022,10-09-2022,,,0.0,,5.0,,5.0,5.0,,Sales Activity
jfrancis@example.org,"Silva, Wright and Schmidt Initiative",12-06-2022,18-06-2022,,,0.0,,5.0,6.0,,5.0,8.0,BAU Activity
hwilliams@example.net,"Johnson, Pierce and Davis Project",14-08-2022,20-08-2022,,Eager to collaborate with the team,2.0,4.0,10.0,,1.0,,5.0,Sales Activity
gsanders@example.com,Lyons-Harrison Initiative,18-02-2024,24-02-2024,,,2.0,7.0,,6.0,,2.0,1.0,Sales Activity
amyweaver@example.net,"Lopez, Ramirez and Harris Initiative",25-06-2023,01-07-2023,,,12.0,5.0,,6.0,5.0,0.0,0.0,BAU Activity
fpatrick@example.com,White-Holland Solution,06-11-2022,12-11-2022,,,4.0,9.0,4.0,10.0,,,,BAU Activity
allenolivia@example.net,"Johnson, Williams and Stanley Solution",07-05-2023,13-05-2023,,,,4.0,,12.0,,12.0,,Sales Activity
phillip19@example.com,Nguyen-Cox Initiative,14-05-2023,20-05-2023,,,1.0,4.0,,5.0,10.0,5.0,2.0,BAU Activity
nguyentammy@example.net,"Lopez, Ramirez and Harris Initiative",12-02-2023,18-02-2023,,,,4.0,5.0,9.0,4.0,4.0,2.0,BAU Activity
lking@example.net,"Webster, Wiley and Phillips Project",07-01-2024,13-01-2024,,Can't wait to see the end result,10.0,,8.0,4.0,8.0,8.0,8.0,BAU Activity
smithrandall@example.net,Rodriguez-Fletcher Solution,26-11-2023,02-12-2023,,Eager to collaborate with the team,0.0,10.0,,5.0,8.0,4.0,8.0,BAU Activity
brianna04@example.com,"Hall, Copeland and Fuller Solution",15-01-2023,21-01-2023,,Hopeful for a successful outcome,,3.0,3.0,,12.0,6.0,,BAU Activity
michaelclarke@example.com,Walker-Evans Initiative,17-07-2022,23-07-2022,,Excited to get started!,,4.0,,9.0,6.0,,,Sales Activity
claire37@example.org,Vasquez PLC Initiative,20-11-2022,26-11-2022,,,3.0,6.0,8.0,4.0,4.0,5.0,3.0,BAU Activity
jenniferduffy@example.com,"Lam, Fisher and Abbott Project",08-01-2023,14-01-2023,,Hopeful for a successful outcome,3.0,,3.0,9.0,6.0,4.0,,Sales Activity
wesley85@example.com,Shaffer-Donovan Initiative,24-07-2022,30-07-2022,,,,4.0,,,,4.0,0.0,BAU Activity
cassandrawilliams@example.com,"Adams, Stewart and Thompson Initiative",16-07-2023,22-07-2023,,Feeling motivated,4.0,,11.0,,6.0,,3.0,Sales Activity
hendersonnathan@example.org,"Adams, Stewart and Thompson Initiative",01-10-2023,07-10-2023,,Can't wait to see the end result,10.0,4.0,4.0,12.0,,,8.0,Sales Activity
murphymaria@example.org,Yoder Inc Initiative,11-12-2022,17-12-2022,,Can't wait to see the end result,1.0,5.0,10.0,12.0,,5.0,3.0,BAU Activity
john05@example.com,"Rice, Jones and Harris Initiative",26-02-2023,04-03-2023,,Looking forward to the challenge,,5.0,7.0,,4.0,4.0,9.0,Sales Activity
kevin45@example.net,Shaw-Lara Solution,30-10-2022,05-11-2022,,,3.0,,,3.0,6.0,,7.0,BAU Activity
terri80@example.org,"Silva, Wright and Schmidt Initiative",23-10-2022,29-10-2022,,Excited to get started!,0.0,,,12.0,12.0,6.0,,BAU Activity
christopherhill@example.com,"Rice, Jones and Harris Initiative",11-12-2022,17-12-2022,,,1.0,0.0,11.0,5.0,4.0,6.0,1.0,Sales Activity
christopherhill@example.com,White-Lozano Project,23-07-2023,29-07-2023,,,2.0,4.0,,8.0,5.0,,,BAU Activity
icastillo@example.org,Yoder Inc Initiative,18-09-2022,24-09-2022,,,3.0,12.0,9.0,,4.0,,2.0,Sales Activity
johnsoneric@example.org,"Adams, Stewart and Thompson Initiative",23-07-2023,29-07-2023,,,1.0,,,4.0,0.0,10.0,2.0,BAU Activity
bakerjimmy@example.com,"Lam, Fisher and Abbott Project",30-04-2023,06-05-2023,,Can't wait to see the end result,,6.0,3.0,,4.0,4.0,2.0,Sales Activity
wilsonwilliam@example.net,Thomas Inc Project,22-10-2023,28-10-2023,,Feeling motivated,2.0,0.0,6.0,6.0,,,,Sales Activity
johnlewis@example.net,Ford-Gibson Project,20-11-2022,26-11-2022,,,,4.0,,5.0,,5.0,,Sales Activity
turnerteresa@example.com,Martinez Inc Solution,25-06-2023,01-07-2023,,Looking forward to the challenge,,4.0,11.0,6.0,4.0,11.0,1.0,BAU Activity
fking@example.net,Walker-Evans Initiative,21-08-2022,27-08-2022,,,10.0,6.0,6.0,3.0,,4.0,2.0,BAU Activity
westjoshua@example.org,"Webster, Wiley and Phillips Project",21-05-2023,27-05-2023,,Ready to dive in,,12.0,,4.0,0.0,5.0,0.0,Sales Activity
colebrittany@example.net,Davis-Sullivan Project,28-01-2024,03-02-2024,,,3.0,11.0,,5.0,0.0,5.0,,BAU Activity
bennettjames@example.net,Wright PLC Solution,24-09-2023,30-09-2023,,,1.0,,,12.0,11.0,4.0,11.0,BAU Activity
wongamanda@example.com,Thomas Inc Project,28-08-2022,03-09-2022,,,,6.0,,,,4.0,2.0,Sales Activity
vangadam@example.net,Davis-Sullivan Project,30-10-2022,05-11-2022,,,3.0,5.0,,,,,2.0,Sales Activity
bairddaniel@example.org,Hale-Aguilar Solution,29-01-2023,04-02-2023,,,,6.0,,4.0,7.0,,6.0,BAU Activity
smithwilliam@example.com,Rodriguez-Fletcher Solution,12-06-2022,18-06-2022,,,,9.0,,,12.0,,0.0,BAU Activity
patricia66@example.com,Hale-Aguilar Solution,10-04-2022,16-04-2022,,Feeling optimistic about this project,5.0,12.0,,3.0,,12.0,,BAU Activity
jmontoya@example.com,Pierce and Sons Solution,24-03-2024,30-03-2024,,,,4.0,0.0,4.0,4.0,6.0,,BAU Activity
jonesdawn@example.com,Nguyen-Cox Initiative,19-11-2023,25-11-2023,,,12.0,5.0,,10.0,,,2.0,Sales Activity
brownmatthew@example.com,Davis-Sullivan Project,14-08-2022,20-08-2022,,Ready to dive in,,6.0,5.0,,,4.0,3.0,BAU Activity
woodlauren@example.com,Bell-Henderson Project,12-02-2023,18-02-2023,,Looking forward to the challenge,,5.0,9.0,,,6.0,1.0,Sales Activity
michaelgillespie@example.org,Bailey-Jimenez Solution,23-07-2023,29-07-2023,,,1.0,5.0,,8.0,,1.0,1.0,BAU Activity
barbara52@example.net,"Silva, Wright and Schmidt Initiative",25-06-2023,01-07-2023,,Eager to collaborate with the team,0.0,,5.0,,5.0,,3.0,BAU Activity
doliver@example.net,Sanchez Inc Initiative,05-11-2023,11-11-2023,,Feeling motivated,3.0,,,,7.0,,3.0,Sales Activity
maryhall@example.com,Shaffer-Donovan Initiative,08-01-2023,14-01-2023,,Eager to collaborate with the team,2.0,6.0,5.0,,5.0,4.0,2.0,BAU Activity
elizabethowen@example.com,"Webster, Wiley and Phillips Project",31-12-2023,06-01-2024,,Feeling optimistic about this project,5.0,6.0,,6.0,2.0,4.0,0.0,Sales Activity
jessica08@example.org,Clark Group Initiative,19-03-2023,25-03-2023,,Feeling motivated,,,,,5.0,5.0,0.0,BAU Activity
sylvialynch@example.net,White-Lozano Project,22-10-2023,28-10-2023,,,7.0,2.0,,7.0,5.0,4.0,,BAU Activity
troymurray@example.com,Clark Group Initiative,18-02-2024,24-02-2024,,,,,5.0,7.0,,5.0,2.0,BAU Activity
jeffersonshawn@example.org,"Rice, Jones and Harris Initiative",10-07-2022,16-07-2022,,,1.0,6.0,,,4.0,,7.0,BAU Activity
garciatricia@example.net,"Lam, Fisher and Abbott Project",20-08-2023,26-08-2023,,Eager to collaborate with the team,3.0,8.0,7.0,12.0,7.0,6.0,1.0,Sales Activity
gthompson@example.net,Walker-Evans Initiative,20-08-2023,26-08-2023,,,,4.0,,,5.0,5.0,1.0,Sales Activity
crasmussen@example.net,Love Inc Initiative,26-02-2023,04-03-2023,,Feeling motivated,1.0,3.0,5.0,,,12.0,2.0,BAU Activity
mooresara@example.org,Shaw-Lara Solution,18-02-2024,24-02-2024,,,,11.0,5.0,5.0,3.0,12.0,2.0,BAU Activity
lindablackburn@example.net,Boyer Inc Solution,28-01-2024,03-02-2024,,,,5.0,5.0,7.0,4.0,2.0,5.0,Sales Activity
ochavez@example.com,Boyer Inc Solution,04-12-2022,10-12-2022,,Looking forward to the challenge,,,1.0,5.0,,4.0,1.0,BAU Activity
elizabethrowe@example.net,Pierce and Sons Solution,21-05-2023,27-05-2023,,,2.0,7.0,4.0,11.0,4.0,11.0,2.0,Sales Activity
xsmith@example.net,Miller Group Project,17-03-2024,23-03-2024,,Hopeful for a successful outcome,2.0,4.0,4.0,1.0,5.0,8.0,,Sales Activity
patty06@example.net,Morgan Inc Project,21-05-2023,27-05-2023,,Feeling motivated,,6.0,12.0,2.0,6.0,11.0,2.0,BAU Activity
vargasbenjamin@example.net,Boyer Inc Solution,30-04-2023,06-05-2023,,Ready to dive in,8.0,5.0,0.0,3.0,4.0,4.0,1.0,BAU Activity
armstrongdavid@example.org,Bailey-Jimenez Solution,11-06-2023,17-06-2023,,,1.0,5.0,,,,2.0,1.0,BAU Activity
riddleashley@example.net,"Johnson, Pierce and Davis Project",06-11-2022,12-11-2022,,,,,12.0,7.0,4.0,5.0,,Sales Activity
greenetyler@example.org,"Adams, Stewart and Thompson Initiative",25-09-2022,01-10-2022,,,8.0,4.0,5.0,3.0,5.0,4.0,2.0,BAU Activity
toddlane@example.com,"Adams, Stewart and Thompson Initiative",10-09-2023,16-09-2023,,,1.0,,1.0,4.0,0.0,1.0,0.0,BAU Activity
adamssteven@example.net,Carson-Clayton Initiative,10-09-2023,16-09-2023,,Looking forward to the challenge,,4.0,11.0,4.0,,8.0,1.0,BAU Activity
nrivers@example.com,Thomas Inc Project,25-09-2022,01-10-2022,,Hopeful for a successful outcome,9.0,,4.0,6.0,1.0,,,Sales Activity
shumphrey@example.org,Boyer Inc Solution,28-05-2023,03-06-2023,,Feeling optimistic about this project,0.0,,11.0,5.0,6.0,,3.0,Sales Activity
andreaburns@example.com,Lewis PLC Project,18-06-2023,24-06-2023,,,2.0,6.0,6.0,10.0,5.0,,10.0,BAU Activity
lopezheather@example.net,Knox-Pope Initiative,08-05-2022,14-05-2022,,Excited to get started!,,,,,4.0,9.0,0.0,BAU Activity
walkerjonathan@example.org,White-Holland Solution,15-01-2023,21-01-2023,,,2.0,4.0,9.0,,,12.0,,BAU Activity
rbell@example.net,Carson-Clayton Initiative,21-05-2023,27-05-2023,,Feeling optimistic about this project,1.0,4.0,4.0,4.0,4.0,2.0,1.0,BAU Activity
nealgabriel@example.com,"Rice, Jones and Harris Initiative",19-02-2023,25-02-2023,,Hopeful for a successful outcome,,,4.0,9.0,,6.0,0.0,BAU Activity
vclark@example.com,Thomas Inc Project,02-04-2023,08-04-2023,,Eager to collaborate with the team,,,,,5.0,5.0,,Sales Activity
ogreen@example.net,Pierce and Sons Solution,03-09-2023,09-09-2023,,,12.0,,,,2.0,,2.0,Sales Activity
robersonsara@example.net,Pierce and Sons Solution,03-12-2023,09-12-2023,,,1.0,,6.0,0.0,6.0,,1.0,Sales Activity
jason70@example.org,White-Lozano Project,28-01-2024,03-02-2024,,,3.0,,,0.0,,5.0,1.0,BAU Activity
wvazquez@example.org,Pierce and Sons Solution,19-02-2023,25-02-2023,,,7.0,4.0,6.0,4.0,3.0,11.0,0.0,BAU Activity
anthony35@example.net,Davis-Sullivan Project,22-01-2023,28-01-2023,,Can't wait to see the end result,10.0,6.0,,,4.0,5.0,0.0,BAU Activity
khanemily@example.net,Rodriguez-Fletcher Solution,03-03-2024,09-03-2024,,Feeling motivated,3.0,,2.0,6.0,8.0,,7.0,Sales Activity
hillstacy@example.org,Boyer Inc Solution,27-11-2022,03-12-2022,,Ready to dive in,,5.0,6.0,,,4.0,1.0,Sales Activity
douglassmith@example.net,"Lam, Fisher and Abbott Project",30-10-2022,05-11-2022,,,4.0,5.0,4.0,5.0,6.0,4.0,0.0,Sales Activity
jason95@example.com,Wright PLC Solution,10-03-2024,16-03-2024,,Can't wait to see the end result,0.0,4.0,,7.0,9.0,6.0,2.0,BAU Activity
brenda04@example.net,"Rice, Jones and Harris Initiative",31-12-2023,06-01-2024,,Hopeful for a successful outcome,12.0,3.0,,,4.0,5.0,0.0,BAU Activity
danieldoyle@example.org,Shaffer-Donovan Initiative,21-08-2022,27-08-2022,,Feeling motivated,0.0,9.0,,,0.0,5.0,,Sales Activity
williamedwards@example.com,Singh Ltd Solution,22-05-2022,28-05-2022,,Eager to collaborate with the team,11.0,,1.0,4.0,12.0,12.0,0.0,Sales Activity
vdavidson@example.com,"Lam, Fisher and Abbott Project",21-01-2024,27-01-2024,,Feeling optimistic about this project,3.0,,9.0,6.0,,5.0,2.0,BAU Activity
christopherbarnes@example.com,Sanchez Inc Initiative,19-06-2022,25-06-2022,,,0.0,1.0,1.0,0.0,4.0,5.0,2.0,Sales Activity
elizabethvincent@example.org,Nguyen-Cox Initiative,09-10-2022,15-10-2022,,Looking forward to the challenge,1.0,,6.0,12.0,4.0,,,BAU Activity
cynthia40@example.org,Ford-Gibson Project,20-08-2023,26-08-2023,,Excited to get started!,11.0,,0.0,9.0,,,1.0,BAU Activity
slewis@example.org,"Hall, Copeland and Fuller Solution",05-02-2023,11-02-2023,,Looking forward to the challenge,,,10.0,4.0,5.0,11.0,3.0,BAU Activity
nicholasholloway@example.net,"Adams, Stewart and Thompson Initiative",06-11-2022,12-11-2022,,Ready to dive in,,,5.0,,12.0,7.0,11.0,Sales Activity
williambuck@example.org,Walker-Evans Initiative,25-06-2023,01-07-2023,,,,9.0,,,,,,Sales Activity
melanie87@example.com,Vasquez PLC Initiative,29-01-2023,04-02-2023,,Excited to get started!,12.0,4.0,0.0,,,4.0,0.0,Sales Activity
afrye@example.com,White-Lozano Project,14-01-2024,20-01-2024,,,10.0,6.0,12.0,4.0,12.0,6.0,,BAU Activity
vanessacantu@example.net,Martinez Inc Solution,23-04-2023,29-04-2023,,Can't wait to see the end result,0.0,4.0,,,0.0,12.0,3.0,Sales Activity
apriljohnson@example.com,"Adams, Stewart and Thompson Initiative",02-10-2022,08-10-2022,,,,8.0,,4.0,4.0,4.0,1.0,Sales Activity
ambermitchell@example.net,"Hale, Gray and Martinez Initiative",30-04-2023,06-05-2023,,,1.0,0.0,4.0,4.0,3.0,4.0,6.0,Sales Activity
cynthia12@example.com,Williams LLC Initiative,16-04-2023,22-04-2023,,,,3.0,4.0,,,6.0,2.0,Sales Activity
walter13@example.org,"Hall, Copeland and Fuller Solution",12-02-2023,18-02-2023,,,0.0,6.0,6.0,6.0,2.0,11.0,,BAU Activity
amymiller@example.com,Hale-Aguilar Solution,07-05-2023,13-05-2023,,,1.0,,6.0,3.0,,,1.0,Sales Activity
johnsoneric@example.org,Rodriguez-Fletcher Solution,03-12-2023,09-12-2023,,,0.0,,,,4.0,4.0,,Sales Activity
holmessheri@example.com,Sanchez Inc Initiative,24-07-2022,30-07-2022,,Looking forward to the challenge,0.0,,11.0,3.0,4.0,0.0,,Sales Activity
shawn03@example.org,Weaver Group Solution,21-08-2022,27-08-2022,,Can't wait to see the end result,,5.0,5.0,5.0,2.0,10.0,8.0,Sales Activity
munoztara@example.org,White-Lozano Project,19-03-2023,25-03-2023,,Excited to get started!,,6.0,5.0,,6.0,,,BAU Activity
jerry57@example.net,"Johnson, Williams and Stanley Solution",21-08-2022,27-08-2022,,Feeling motivated,2.0,4.0,5.0,0.0,4.0,7.0,2.0,BAU Activity
kathryn12@example.net,Morgan Inc Project,01-05-2022,07-05-2022,,,10.0,3.0,,4.0,0.0,,9.0,BAU Activity
sydney40@example.com,"Hale, Gray and Martinez Initiative",24-12-2023,30-12-2023,,Feeling optimistic about this project,11.0,,6.0,6.0,5.0,3.0,1.0,BAU Activity
beckyallen@example.net,Singh Ltd Solution,03-12-2023,09-12-2023,,Eager to collaborate with the team,1.0,6.0,5.0,8.0,3.0,6.0,,Sales Activity
patrickthomas@example.org,Thomas Inc Project,06-11-2022,12-11-2022,,,,6.0,,4.0,8.0,12.0,,Sales Activity
ricejohn@example.net,Ford-Gibson Project,07-05-2023,13-05-2023,,Feeling optimistic about this project,,4.0,4.0,6.0,4.0,10.0,3.0,Sales Activity
olopez@example.org,"Monroe, Campbell and Mack Initiative",19-03-2023,25-03-2023,,Excited to get started!,,4.0,,0.0,12.0,12.0,,Sales Activity
emontoya@example.org,Shaffer-Donovan Initiative,28-01-2024,03-02-2024,,Can't wait to see the end result,0.0,8.0,2.0,10.0,5.0,,0.0,Sales Activity
valdezzachary@example.net,Yoder Inc Initiative,28-01-2024,03-02-2024,,Eager to collaborate with the team,,4.0,7.0,,4.0,5.0,,BAU Activity
lopezheather@example.net,Walker-Evans Initiative,10-12-2023,16-12-2023,,Feeling optimistic about this project,2.0,7.0,4.0,,,5.0,1.0,BAU Activity
cstanton@example.com,"Lopez, Ramirez and Harris Initiative",06-11-2022,12-11-2022,,,,11.0,4.0,4.0,4.0,7.0,1.0,BAU Activity
lopezjohn@example.com,Sanchez Inc Initiative,31-03-2024,06-04-2024,,,11.0,6.0,6.0,4.0,5.0,6.0,8.0,Sales Activity
amyavila@example.net,"Johnson, Pierce and Davis Project",27-08-2023,02-09-2023,,Looking forward to the challenge,,11.0,4.0,7.0,4.0,,3.0,BAU Activity
hmiddleton@example.net,Davis-Sullivan Project,26-03-2023,01-04-2023,,,,3.0,12.0,2.0,4.0,5.0,9.0,BAU Activity
rachelhardy@example.org,Wright PLC Solution,25-02-2024,02-03-2024,,,0.0,,5.0,6.0,4.0,,,BAU Activity
ramosheather@example.net,Williams LLC Initiative,16-04-2023,22-04-2023,,Ready to dive in,2.0,5.0,6.0,5.0,7.0,9.0,,Sales Activity
johnlewis@example.net,Hale-Aguilar Solution,22-01-2023,28-01-2023,,,,8.0,11.0,4.0,,4.0,1.0,Sales Activity
aaronmoreno@example.net,Weaver Group Solution,30-07-2023,05-08-2023,,Hopeful for a successful outcome,,,,5.0,6.0,,2.0,BAU Activity
thomasthompson@example.net,"Lam, Fisher and Abbott Project",29-01-2023,04-02-2023,,Ready to dive in,0.0,6.0,5.0,,,4.0,8.0,Sales Activity
riverathomas@example.net,Vasquez PLC Initiative,03-07-2022,09-07-2022,,,,5.0,5.0,,,,0.0,Sales Activity
hannah21@example.net,Morgan Inc Project,07-08-2022,13-08-2022,,,,8.0,6.0,4.0,,6.0,2.0,Sales Activity
wmurray@example.net,Singh Ltd Solution,17-07-2022,23-07-2022,,,5.0,6.0,6.0,6.0,4.0,6.0,0.0,BAU Activity
xhogan@example.net,Lam-Garrison Initiative,19-02-2023,25-02-2023,,,5.0,5.0,5.0,4.0,5.0,,1.0,BAU Activity
kathleen13@example.com,Harrison LLC Solution,09-07-2023,15-07-2023,,Eager to collaborate with the team,,,4.0,4.0,6.0,4.0,0.0,BAU Activity
rodney15@example.net,Bailey-Jimenez Solution,09-07-2023,15-07-2023,,,1.0,1.0,5.0,,,3.0,12.0,Sales Activity
rcook@example.org,Nolan-Clark Initiative,25-06-2023,01-07-2023,,,2.0,,,6.0,4.0,6.0,,Sales Activity
sarah44@example.com,Ford-Gibson Project,16-07-2023,22-07-2023,,Eager to collaborate with the team,1.0,,,,,5.0,10.0,BAU Activity
maria79@example.net,"Adams, Stewart and Thompson Initiative",10-07-2022,16-07-2022,,Hopeful for a successful outcome,1.0,4.0,7.0,,4.0,12.0,3.0,Sales Activity
cmclaughlin@example.net,Rodriguez-Fletcher Solution,18-12-2022,24-12-2022,,,4.0,6.0,12.0,11.0,4.0,0.0,2.0,BAU Activity
vdavis@example.com,"Hale, Gray and Martinez Initiative",11-09-2022,17-09-2022,,Excited to get started!,,,5.0,,8.0,6.0,2.0,Sales Activity
uturner@example.org,"Webster, Wiley and Phillips Project",30-04-2023,06-05-2023,,,0.0,5.0,6.0,,4.0,7.0,3.0,BAU Activity
rebecca82@example.net,Nguyen-Cox Initiative,15-05-2022,21-05-2022,,Feeling optimistic about this project,,1.0,,,3.0,4.0,1.0,BAU Activity
morenomark@example.org,"Smith, Richard and Arroyo Project",24-09-2023,30-09-2023,,Eager to collaborate with the team,11.0,,2.0,6.0,3.0,,7.0,BAU Activity
rickyclark@example.org,"Johnson, Williams and Stanley Solution",04-12-2022,10-12-2022,,Ready to dive in,10.0,6.0,0.0,1.0,10.0,9.0,2.0,Sales Activity
nicolemiller@example.com,"Webster, Wiley and Phillips Project",21-08-2022,27-08-2022,,Feeling motivated,3.0,6.0,,,4.0,5.0,6.0,BAU Activity
downsernest@example.org,Singh Ltd Solution,01-10-2023,07-10-2023,,,1.0,,0.0,7.0,,,1.0,BAU Activity
kboyer@example.net,Sanchez Inc Initiative,01-01-2023,07-01-2023,,Can't wait to see the end result,0.0,,8.0,6.0,5.0,,3.0,Sales Activity
saramartin@example.com,Williams LLC Initiative,07-01-2024,13-01-2024,,,,5.0,5.0,,4.0,9.0,,Sales Activity
tiffanyaguirre@example.net,Morgan Inc Project,19-03-2023,25-03-2023,,,,4.0,4.0,10.0,5.0,5.0,6.0,BAU Activity
leerichard@example.com,Davis-Sullivan Project,09-04-2023,15-04-2023,,Can't wait to see the end result,10.0,4.0,10.0,4.0,,6.0,4.0,BAU Activity
masonjames@example.org,"Silva, Wright and Schmidt Initiative",11-12-2022,17-12-2022,,Excited to get started!,1.0,5.0,,4.0,,,,Sales Activity
rojaskenneth@example.com,"Webster, Wiley and Phillips Project",12-02-2023,18-02-2023,,Excited to get started!,0.0,4.0,12.0,,4.0,,,BAU Activity
alexisrichardson@example.net,White-Holland Solution,18-12-2022,24-12-2022,,Looking forward to the challenge,,,7.0,5.0,4.0,3.0,12.0,Sales Activity
contrerassamantha@example.net,Morgan Inc Project,13-08-2023,19-08-2023,,,,6.0,8.0,4.0,,5.0,0.0,BAU Activity
sarah96@example.org,Singh Ltd Solution,26-03-2023,01-04-2023,,,0.0,4.0,0.0,2.0,,6.0,,Sales Activity
nathan45@example.com,Shaffer-Donovan Initiative,22-10-2023,28-10-2023,,,1.0,6.0,12.0,4.0,,1.0,2.0,Sales Activity
youngmike@example.org,Rodriguez-Fletcher Solution,28-08-2022,03-09-2022,,,0.0,3.0,,6.0,,4.0,0.0,BAU Activity
fgardner@example.com,Thomas Inc Project,09-07-2023,15-07-2023,,Excited to get started!,1.0,5.0,1.0,8.0,4.0,,1.0,Sales Activity
jason95@example.com,Wright PLC Solution,01-05-2022,07-05-2022,,,2.0,5.0,4.0,5.0,5.0,4.0,0.0,Sales Activity
johnlewis@example.net,Ford-Gibson Project,11-12-2022,17-12-2022,,,2.0,9.0,5.0,5.0,5.0,5.0,3.0,BAU Activity
qvasquez@example.net,Morgan Inc Project,17-07-2022,23-07-2022,,Hopeful for a successful outcome,6.0,6.0,7.0,,,10.0,,BAU Activity
norriscolleen@example.org,"Johnson, Williams and Stanley Solution",03-12-2023,09-12-2023,,Excited to get started!,2.0,2.0,4.0,,12.0,5.0,,BAU Activity
bpalmer@example.net,Knox-Pope Initiative,19-02-2023,25-02-2023,,Feeling optimistic about this project,,4.0,9.0,,,,,BAU Activity
kaitlynknight@example.net,Lam-Garrison Initiative,10-07-2022,16-07-2022,,Feeling optimistic about this project,3.0,6.0,8.0,4.0,5.0,,2.0,Sales Activity
fosterkevin@example.com,Pierce and Sons Solution,20-11-2022,26-11-2022,,,9.0,5.0,4.0,3.0,11.0,,,Sales Activity
richdillon@example.com,Rodriguez-Fletcher Solution,25-06-2023,01-07-2023,,Can't wait to see the end result,,,5.0,8.0,1.0,10.0,11.0,BAU Activity
downsernest@example.org,Singh Ltd Solution,09-07-2023,15-07-2023,,,3.0,8.0,,6.0,5.0,,,Sales Activity
jodiwilson@example.net,"Lopez, Ramirez and Harris Initiative",11-06-2023,17-06-2023,,Looking forward to the challenge,10.0,10.0,6.0,,5.0,5.0,3.0,BAU Activity
oliviachurch@example.org,Carson-Clayton Initiative,04-02-2024,10-02-2024,,Feeling motivated,4.0,1.0,4.0,4.0,3.0,7.0,4.0,Sales Activity
susan20@example.org,Bailey-Jimenez Solution,21-01-2024,27-01-2024,,,,,,,5.0,5.0,0.0,BAU Activity
karenphillips@example.org,Harris-Randolph Initiative,14-01-2024,20-01-2024,,Feeling motivated,,,8.0,,4.0,5.0,,BAU Activity
kclark@example.com,Martinez Inc Solution,07-05-2023,13-05-2023,,,,,11.0,4.0,,4.0,11.0,BAU Activity
evelyngallagher@example.com,"Silva, Wright and Schmidt Initiative",22-05-2022,28-05-2022,,,0.0,,5.0,5.0,4.0,,,Sales Activity
vbuchanan@example.org,Morgan Inc Project,21-01-2024,27-01-2024,,,1.0,,4.0,,4.0,,2.0,Sales Activity
drivers@example.net,Hale-Aguilar Solution,04-06-2023,10-06-2023,,,,4.0,5.0,1.0,5.0,5.0,,BAU Activity
madelineruiz@example.net,"Johnson, Pierce and Davis Project",22-01-2023,28-01-2023,,,2.0,,5.0,,,8.0,2.0,BAU Activity
xdavis@example.net,Miller Group Project,19-06-2022,25-06-2022,,,1.0,,8.0,6.0,10.0,8.0,,Sales Activity
vdavis@example.com,"Hale, Gray and Martinez Initiative",14-08-2022,20-08-2022,,Can't wait to see the end result,,,,10.0,6.0,,7.0,Sales Activity
sparker@example.net,Shaffer-Donovan Initiative,01-01-2023,07-01-2023,,,,4.0,4.0,4.0,5.0,4.0,5.0,Sales Activity
asmith@example.org,Martinez Inc Solution,25-02-2024,02-03-2024,,Feeling optimistic about this project,2.0,10.0,9.0,2.0,,4.0,9.0,Sales Activity
fgray@example.net,Pierce and Sons Solution,23-04-2023,29-04-2023,,,1.0,6.0,,,1.0,5.0,12.0,Sales Activity
diane50@example.net,Bailey-Jimenez Solution,16-04-2023,22-04-2023,,,1.0,3.0,1.0,,6.0,3.0,,BAU Activity
kchavez@example.com,"Johnson, Pierce and Davis Project",16-07-2023,22-07-2023,,Excited to get started!,0.0,,6.0,0.0,,4.0,,Sales Activity
james93@example.net,Bell-Henderson Project,02-04-2023,08-04-2023,,,,4.0,,6.0,,,0.0,Sales Activity
patricia82@example.org,"Hall, Copeland and Fuller Solution",28-05-2023,03-06-2023,,,2.0,,,,5.0,5.0,2.0,Sales Activity
mcoffey@example.com,Singh Ltd Solution,12-06-2022,18-06-2022,,Hopeful for a successful outcome,1.0,8.0,4.0,3.0,4.0,,6.0,Sales Activity
jeffrey83@example.com,"Webster, Wiley and Phillips Project",08-01-2023,14-01-2023,,,2.0,5.0,12.0,,6.0,4.0,1.0,BAU Activity
katherine41@example.org,"Rice, Jones and Harris Initiative",30-04-2023,06-05-2023,,,10.0,12.0,4.0,5.0,5.0,6.0,0.0,BAU Activity
thomasmontgomery@example.org,Rodriguez-Fletcher Solution,15-10-2023,21-10-2023,,Hopeful for a successful outcome,,,6.0,4.0,5.0,0.0,0.0,BAU Activity
gthompson@example.net,Walker-Evans Initiative,01-10-2023,07-10-2023,,Ready to dive in,4.0,5.0,6.0,6.0,,9.0,1.0,BAU Activity
lwatson@example.com,"Hale, Gray and Martinez Initiative",10-04-2022,16-04-2022,,Eager to collaborate with the team,3.0,5.0,6.0,8.0,4.0,8.0,1.0,BAU Activity
josephwilliams@example.net,Thomas Inc Project,09-07-2023,15-07-2023,,Excited to get started!,12.0,,,8.0,3.0,4.0,0.0,BAU Activity
