userEmail,projectSelected,dateStart,dateEnd,taskSelected,commentAdded,d0,d1,d2,d3,d4,d5,d6,activityName
timothy52@example.org,"Brown, Sims and Davis Initiative",29-10-2023,04-11-2023,,Hopeful for a successful outcome,,7.0,6.0,,,,,Sales Activity
jeremyruiz@example.com,"Chase, Molina and Mccoy Initiative",10-04-2022,16-04-2022,,,3.0,,,,5.0,5.0,0.0,BAU Activity
dustin66@example.com,Herrera Ltd Initiative,17-07-2022,23-07-2022,,Excited to get started!,,,8.0,,5.0,,8.0,BAU Activity
wattsdaniel@example.com,Patrick Inc Initiative,09-07-2023,15-07-2023,,,,6.0,,,6.0,,3.0,Sales Activity
jeanettesalazar@example.com,Castillo PLC Solution,15-01-2023,21-01-2023,,Excited to get started!,0.0,,4.0,,1.0,4.0,1.0,BAU Activity
sparkskristi@example.com,Cabrera Inc Project,03-07-2022,09-07-2022,,,4.0,4.0,4.0,6.0,4.0,,1.0,Sales Activity
carmenbarker@example.net,Malone-Mcclure Initiative,17-09-2023,23-09-2023,,Feeling optimistic about this project,8.0,12.0,6.0,,,5.0,3.0,BAU Activity
melindamartinez@example.org,"Chase, Molina and Mccoy Initiative",09-04-2023,15-04-2023,,Excited to get started!,2.0,5.0,,1.0,4.0,,,BAU Activity
kimberly53@example.net,Martin-Ball Project,12-02-2023,18-02-2023,,Ready to dive in,7.0,5.0,4.0,10.0,8.0,6.0,12.0,BAU Activity
gerald51@example.org,Dalton Group Solution,05-03-2023,11-03-2023,,,1.0,,12.0,,4.0,,11.0,BAU Activity
jessica06@example.com,"Turner, Evans and Reed Solution",03-07-2022,09-07-2022,,,0.0,,3.0,5.0,11.0,2.0,11.0,BAU Activity
williamschristian@example.org,Greene Inc Initiative,03-12-2023,09-12-2023,,,2.0,1.0,12.0,5.0,,4.0,,BAU Activity
dawnpeterson@example.org,"Turner, Evans and Reed Solution",10-03-2024,16-03-2024,,,,12.0,6.0,,,0.0,2.0,Sales Activity
reynoldsann@example.com,Cabrera Inc Project,01-10-2023,07-10-2023,,,0.0,0.0,12.0,4.0,5.0,4.0,,Sales Activity
barajasjohn@example.com,Cabrera Inc Project,16-10-2022,22-10-2022,,Looking forward to the challenge,0.0,6.0,2.0,5.0,5.0,2.0,2.0,BAU Activity
anthonyschaefer@example.com,"Gonzalez, Anderson and Walsh Project",22-01-2023,28-01-2023,,,0.0,6.0,7.0,1.0,5.0,6.0,6.0,Sales Activity
brewerjennifer@example.org,Martin-Ball Project,18-02-2024,24-02-2024,,,4.0,12.0,5.0,7.0,5.0,1.0,1.0,BAU Activity
marypatrick@example.net,"Gonzalez, Anderson and Walsh Project",30-04-2023,06-05-2023,,,0.0,10.0,4.0,5.0,4.0,5.0,0.0,Sales Activity
sadams@example.com,"Jimenez, Mendez and Lewis Initiative",05-11-2023,11-11-2023,,,,4.0,4.0,6.0,8.0,5.0,0.0,BAU Activity
cassandra42@example.com,Henry-Sandoval Project,14-05-2023,20-05-2023,,Feeling motivated,,4.0,11.0,,5.0,4.0,11.0,BAU Activity
ashley75@example.com,"Diaz, Lam and Maldonado Project",17-07-2022,23-07-2022,,Hopeful for a successful outcome,2.0,,3.0,,5.0,3.0,2.0,Sales Activity
fharrington@example.com,"Austin, Barnes and Marquez Initiative",24-07-2022,30-07-2022,,Looking forward to the challenge,,,6.0,8.0,,0.0,,Sales Activity
deleonvanessa@example.org,"Brown, Vasquez and Bush Initiative",24-07-2022,30-07-2022,,Hopeful for a successful outcome,1.0,6.0,,,1.0,2.0,,Sales Activity
hannahmartin@example.com,Patrick Inc Initiative,24-07-2022,30-07-2022,,Hopeful for a successful outcome,,11.0,,6.0,6.0,11.0,0.0,Sales Activity
myersdavid@example.net,"Stevens, Andrews and Medina Initiative",24-04-2022,30-04-2022,,Eager to collaborate with the team,6.0,2.0,11.0,4.0,5.0,4.0,,Sales Activity
john17@example.net,Hurley Group Project,05-11-2023,11-11-2023,,Eager to collaborate with the team,,6.0,5.0,,4.0,5.0,,BAU Activity
mortonmonica@example.org,Scott and Sons Project,21-01-2024,27-01-2024,,Can't wait to see the end result,9.0,,,4.0,11.0,5.0,2.0,BAU Activity
irodriguez@example.org,Taylor LLC Project,15-05-2022,21-05-2022,,,0.0,5.0,6.0,,6.0,5.0,10.0,Sales Activity
mrich@example.com,Simpson-Caldwell Project,01-01-2023,07-01-2023,,Can't wait to see the end result,2.0,,4.0,5.0,,7.0,7.0,BAU Activity
michael94@example.com,"Nguyen, Peters and Walker Initiative",07-01-2024,13-01-2024,,,1.0,4.0,5.0,6.0,2.0,4.0,1.0,Sales Activity
caitlin76@example.com,Gonzalez-Becker Initiative,23-04-2023,29-04-2023,,,5.0,6.0,,5.0,4.0,,10.0,Sales Activity
christophermullen@example.net,Patrick Inc Initiative,22-05-2022,28-05-2022,,,,,5.0,10.0,,5.0,1.0,BAU Activity
janice21@example.com,Patrick Inc Initiative,01-10-2023,07-10-2023,,,1.0,,4.0,,6.0,,,Sales Activity
danavega@example.net,Herrera Ltd Initiative,15-10-2023,21-10-2023,,,,6.0,,3.0,12.0,8.0,,Sales Activity
marcusstark@example.com,Hernandez-Wells Initiative,22-10-2023,28-10-2023,,,1.0,,4.0,6.0,,,6.0,BAU Activity
brendajohnson@example.com,Patrick Inc Initiative,10-07-2022,16-07-2022,,,,6.0,3.0,,,,,Sales Activity
travisgeoffrey@example.com,Ward-Berg Initiative,04-06-2023,10-06-2023,,,3.0,0.0,5.0,6.0,11.0,,,Sales Activity
sarahbridges@example.com,Ford LLC Solution,09-07-2023,15-07-2023,,,0.0,6.0,4.0,4.0,,11.0,11.0,Sales Activity
warrenjustin@example.com,Brown Inc Initiative,22-05-2022,28-05-2022,,,0.0,11.0,,1.0,,0.0,,BAU Activity
joseph94@example.net,Taylor LLC Project,18-02-2024,24-02-2024,,,10.0,0.0,4.0,2.0,,,6.0,Sales Activity
nguyenpaul@example.com,"Sanchez, Jackson and Scott Initiative",26-06-2022,02-07-2022,,,,4.0,9.0,4.0,,6.0,2.0,Sales Activity
aguerrero@example.org,"Jackson, Nguyen and Crawford Project",31-03-2024,06-04-2024,,Looking forward to the challenge,9.0,8.0,10.0,5.0,2.0,5.0,1.0,Sales Activity
nwalters@example.org,"Turner, Evans and Reed Solution",01-10-2023,07-10-2023,,,1.0,5.0,9.0,4.0,8.0,1.0,,Sales Activity
georgemay@example.net,"Jimenez, Mendez and Lewis Initiative",18-09-2022,24-09-2022,,,0.0,8.0,,5.0,10.0,4.0,,BAU Activity
hwelch@example.net,"Austin, Barnes and Marquez Initiative",22-10-2023,28-10-2023,,,,5.0,12.0,6.0,5.0,6.0,,Sales Activity
thomashodge@example.org,"Sanchez, Jackson and Scott Initiative",24-04-2022,30-04-2022,,,3.0,2.0,0.0,,6.0,0.0,2.0,BAU Activity
douglas45@example.org,Austin-Clark Project,04-12-2022,10-12-2022,,Can't wait to see the end result,1.0,6.0,4.0,,11.0,4.0,2.0,Sales Activity
haleygardner@example.org,Stevenson-Johnson Project,16-04-2023,22-04-2023,,,2.0,,5.0,,,5.0,9.0,BAU Activity
marcodrake@example.com,Patrick Inc Initiative,18-12-2022,24-12-2022,,Ready to dive in,0.0,,12.0,,5.0,10.0,,BAU Activity
dustin66@example.com,Herrera Ltd Initiative,06-11-2022,12-11-2022,,,,1.0,1.0,1.0,0.0,2.0,7.0,BAU Activity
alansherman@example.com,"Brown, Vasquez and Bush Initiative",24-03-2024,30-03-2024,,Can't wait to see the end result,1.0,0.0,,5.0,,,,BAU Activity
johnsonerica@example.org,Lindsey Inc Initiative,19-02-2023,25-02-2023,,Can't wait to see the end result,3.0,4.0,5.0,5.0,5.0,12.0,2.0,Sales Activity
melvin11@example.net,Henry-Sandoval Project,17-09-2023,23-09-2023,,Excited to get started!,2.0,4.0,4.0,11.0,,6.0,1.0,BAU Activity
ryan82@example.com,Patrick Inc Initiative,25-09-2022,01-10-2022,,,0.0,8.0,3.0,10.0,,11.0,0.0,BAU Activity
palmerjamie@example.com,Stevenson-Johnson Project,08-10-2023,14-10-2023,,Can't wait to see the end result,,9.0,4.0,2.0,7.0,,2.0,Sales Activity
peterhahn@example.net,Simpson-Caldwell Project,16-10-2022,22-10-2022,,Excited to get started!,,7.0,7.0,,4.0,8.0,,BAU Activity
ifrost@example.net,"Donovan, Tyler and Cabrera Solution",13-08-2023,19-08-2023,,,3.0,5.0,6.0,,6.0,5.0,6.0,Sales Activity
ryanmichael@example.net,"Diaz, Lam and Maldonado Project",17-04-2022,23-04-2022,,Ready to dive in,7.0,,5.0,4.0,4.0,4.0,,Sales Activity
grahamsheila@example.com,Lin-Johnson Solution,05-02-2023,11-02-2023,,Looking forward to the challenge,1.0,0.0,4.0,,4.0,,2.0,Sales Activity
kathrynwilliams@example.org,Love Ltd Solution,29-05-2022,04-06-2022,,Ready to dive in,,1.0,,10.0,6.0,,0.0,BAU Activity
robert34@example.com,Ward-Berg Initiative,05-06-2022,11-06-2022,,,6.0,6.0,6.0,5.0,,,2.0,BAU Activity
brittany62@example.com,Hurley Group Project,04-12-2022,10-12-2022,,,,,5.0,3.0,5.0,2.0,2.0,Sales Activity
stephensdarren@example.org,"Nguyen, Peters and Walker Initiative",21-01-2024,27-01-2024,,Hopeful for a successful outcome,10.0,0.0,,6.0,6.0,6.0,1.0,Sales Activity
charles54@example.com,Cabrera Inc Project,23-10-2022,29-10-2022,,Ready to dive in,2.0,10.0,7.0,3.0,5.0,12.0,2.0,BAU Activity
ubaker@example.com,Ford LLC Solution,28-08-2022,03-09-2022,,Feeling motivated,8.0,6.0,,,6.0,3.0,,BAU Activity
jocelynrusso@example.com,"Mckinney, Ross and Reed Solution",18-09-2022,24-09-2022,,,5.0,6.0,5.0,5.0,2.0,,1.0,BAU Activity
kevindawson@example.org,Austin-Clark Project,07-04-2024,13-04-2024,,,,4.0,11.0,5.0,6.0,0.0,,Sales Activity
wilsonjoanne@example.org,Herrera Ltd Initiative,10-03-2024,16-03-2024,,Feeling motivated,3.0,5.0,,0.0,6.0,,2.0,BAU Activity
jonestara@example.com,"Austin, Barnes and Marquez Initiative",14-01-2024,20-01-2024,,,,6.0,5.0,0.0,,5.0,,BAU Activity
alexhood@example.com,Martin-Ball Project,17-04-2022,23-04-2022,,Hopeful for a successful outcome,2.0,6.0,,7.0,,4.0,1.0,BAU Activity
millerpatricia@example.net,"Brown, Sims and Davis Initiative",08-01-2023,14-01-2023,,,0.0,,6.0,4.0,4.0,4.0,4.0,Sales Activity
karenruiz@example.net,"Donovan, Tyler and Cabrera Solution",26-11-2023,02-12-2023,,Feeling motivated,0.0,5.0,,6.0,,5.0,,Sales Activity
bryandalton@example.net,Li-Schwartz Project,15-01-2023,21-01-2023,,Eager to collaborate with the team,7.0,0.0,6.0,12.0,4.0,,,BAU Activity
khodge@example.org,Serrano and Sons Solution,19-06-2022,25-06-2022,,,0.0,4.0,2.0,,3.0,3.0,,BAU Activity
cgreene@example.net,Greene Inc Initiative,09-10-2022,15-10-2022,,,,6.0,,5.0,5.0,6.0,,Sales Activity
ymartin@example.org,"Austin, Barnes and Marquez Initiative",27-11-2022,03-12-2022,,Feeling optimistic about this project,7.0,,7.0,0.0,,10.0,3.0,Sales Activity
owenswilliam@example.org,Hernandez-Wells Initiative,14-01-2024,20-01-2024,,,1.0,11.0,1.0,8.0,7.0,,8.0,BAU Activity
cfowler@example.com,Serrano and Sons Solution,03-09-2023,09-09-2023,,,2.0,,,4.0,,,2.0,Sales Activity
mariahsharp@example.net,Meyers-Nunez Project,10-03-2024,16-03-2024,,Can't wait to see the end result,2.0,6.0,6.0,11.0,0.0,,,BAU Activity
amandascott@example.org,Patrick Inc Initiative,17-07-2022,23-07-2022,,Can't wait to see the end result,0.0,1.0,,10.0,5.0,4.0,,BAU Activity
rbaker@example.org,"Brown, Sims and Davis Initiative",01-01-2023,07-01-2023,,,,12.0,8.0,7.0,4.0,,2.0,BAU Activity
fieldsmichael@example.net,Gonzalez-Becker Initiative,12-02-2023,18-02-2023,,Feeling optimistic about this project,7.0,11.0,3.0,,8.0,,3.0,Sales Activity
bgilbert@example.net,"Diaz, Lam and Maldonado Project",08-05-2022,14-05-2022,,Ready to dive in,3.0,5.0,9.0,6.0,,5.0,1.0,BAU Activity
victoria39@example.com,"Donovan, Tyler and Cabrera Solution",03-03-2024,09-03-2024,,,1.0,5.0,5.0,9.0,,6.0,,Sales Activity
fergusonmartha@example.com,Meyers-Nunez Project,09-07-2023,15-07-2023,,Eager to collaborate with the team,0.0,5.0,4.0,6.0,,5.0,11.0,BAU Activity
jeremiah84@example.com,Hernandez-Wells Initiative,26-02-2023,04-03-2023,,,,4.0,6.0,11.0,12.0,,10.0,BAU Activity
gwatson@example.com,Taylor LLC Project,07-05-2023,13-05-2023,,Ready to dive in,,10.0,8.0,12.0,,,0.0,BAU Activity
hernandezmariah@example.net,Herrera Ltd Initiative,19-11-2023,25-11-2023,,Can't wait to see the end result,12.0,3.0,11.0,,9.0,2.0,,BAU Activity
wilsonandrew@example.net,"Turner, Evans and Reed Solution",09-04-2023,15-04-2023,,Eager to collaborate with the team,3.0,,10.0,2.0,10.0,,3.0,Sales Activity
castanedanicole@example.com,Ford LLC Solution,18-06-2023,24-06-2023,,Ready to dive in,2.0,0.0,2.0,,4.0,4.0,4.0,BAU Activity
patrickvasquez@example.org,Li-Schwartz Project,03-12-2023,09-12-2023,,Ready to dive in,,4.0,6.0,,0.0,9.0,5.0,BAU Activity
susan10@example.net,Cabrera Inc Project,06-11-2022,12-11-2022,,,,,6.0,,,5.0,5.0,BAU Activity
anthonyodom@example.net,"Lang, Allen and Hayes Solution",20-08-2023,26-08-2023,,Feeling optimistic about this project,6.0,4.0,,,,,0.0,Sales Activity
jodimunoz@example.org,Simpson-Caldwell Project,18-09-2022,24-09-2022,,,,6.0,9.0,,4.0,6.0,0.0,BAU Activity
aguerrero@example.org,"Jackson, Nguyen and Crawford Project",18-06-2023,24-06-2023,,,8.0,4.0,6.0,4.0,,5.0,2.0,BAU Activity
tgeorge@example.org,Taylor LLC Project,08-01-2023,14-01-2023,,Excited to get started!,2.0,,1.0,8.0,6.0,2.0,,BAU Activity
julia57@example.net,"Turner, Evans and Reed Solution",03-03-2024,09-03-2024,,,0.0,2.0,,9.0,4.0,,1.0,Sales Activity
joshuameyers@example.net,Scott and Sons Project,02-07-2023,08-07-2023,,Can't wait to see the end result,1.0,,,,5.0,7.0,3.0,BAU Activity
wwilliams@example.com,Butler-Acosta Solution,25-09-2022,01-10-2022,,,10.0,10.0,,6.0,1.0,,2.0,Sales Activity
jennifer66@example.org,Henry-Sandoval Project,17-07-2022,23-07-2022,,,2.0,10.0,,5.0,0.0,7.0,,Sales Activity
pmorrison@example.net,Scott and Sons Project,29-10-2023,04-11-2023,,Can't wait to see the end result,1.0,,12.0,6.0,5.0,,,BAU Activity
david49@example.org,"Adams, Mcgee and Baker Initiative",12-06-2022,18-06-2022,,Can't wait to see the end result,,8.0,5.0,7.0,4.0,,3.0,BAU Activity
perkinssamuel@example.net,Butler-Acosta Solution,12-03-2023,18-03-2023,,Eager to collaborate with the team,,5.0,8.0,2.0,,6.0,,Sales Activity
iperez@example.org,"Chase, Molina and Mccoy Initiative",12-06-2022,18-06-2022,,Hopeful for a successful outcome,6.0,,,4.0,,,,BAU Activity
ymcgee@example.com,"Jimenez, Mendez and Lewis Initiative",24-03-2024,30-03-2024,,Can't wait to see the end result,1.0,4.0,,6.0,,11.0,0.0,BAU Activity
okim@example.org,Harris-Nicholson Project,13-08-2023,19-08-2023,,,3.0,,4.0,,4.0,4.0,0.0,BAU Activity
jensenemily@example.org,Stevenson-Johnson Project,24-03-2024,30-03-2024,,,,6.0,4.0,4.0,3.0,7.0,,Sales Activity
robbinsmartha@example.net,Dalton Group Solution,11-12-2022,17-12-2022,,Excited to get started!,0.0,5.0,8.0,6.0,2.0,11.0,0.0,BAU Activity
erobinson@example.net,"Sanchez, Jackson and Scott Initiative",12-03-2023,18-03-2023,,,1.0,,9.0,5.0,11.0,8.0,11.0,BAU Activity
gutierrezwilliam@example.net,Serrano and Sons Solution,15-05-2022,21-05-2022,,,1.0,9.0,4.0,2.0,6.0,6.0,,Sales Activity
deleonvanessa@example.org,"Brown, Vasquez and Bush Initiative",26-11-2023,02-12-2023,,,0.0,5.0,5.0,10.0,12.0,6.0,,Sales Activity
mwilson@example.net,Cabrera Inc Project,31-07-2022,06-08-2022,,,3.0,10.0,7.0,,2.0,,1.0,BAU Activity
utownsend@example.net,"Diaz, Lam and Maldonado Project",10-12-2023,16-12-2023,,Looking forward to the challenge,0.0,6.0,5.0,10.0,2.0,4.0,3.0,Sales Activity
fischerjames@example.com,"Diaz, Lam and Maldonado Project",24-12-2023,30-12-2023,,Excited to get started!,,,5.0,9.0,7.0,11.0,2.0,BAU Activity
changangela@example.com,"Nguyen, Peters and Walker Initiative",11-06-2023,17-06-2023,,Eager to collaborate with the team,2.0,4.0,10.0,2.0,10.0,,4.0,Sales Activity
nicholsjoseph@example.org,Herrera Ltd Initiative,10-07-2022,16-07-2022,,,12.0,1.0,0.0,4.0,12.0,1.0,0.0,BAU Activity
albertking@example.net,"Nguyen, Peters and Walker Initiative",04-12-2022,10-12-2022,,,1.0,1.0,,,5.0,,,BAU Activity
mmacias@example.com,Lin-Johnson Solution,03-07-2022,09-07-2022,,Can't wait to see the end result,0.0,5.0,7.0,,4.0,10.0,1.0,Sales Activity
joshua81@example.org,"Brown, Sims and Davis Initiative",03-12-2023,09-12-2023,,Ready to dive in,,4.0,3.0,,,4.0,2.0,BAU Activity
beckdebra@example.org,Henry-Sandoval Project,31-07-2022,06-08-2022,,,,4.0,6.0,,6.0,8.0,5.0,BAU Activity
scottmoss@example.com,"Brown, Vasquez and Bush Initiative",16-04-2023,22-04-2023,,Ready to dive in,5.0,1.0,6.0,,,0.0,0.0,Sales Activity
leeashley@example.net,"Diaz, Lam and Maldonado Project",24-12-2023,30-12-2023,,Hopeful for a successful outcome,8.0,8.0,,10.0,9.0,6.0,4.0,Sales Activity
ltownsend@example.org,Martin-Ball Project,21-01-2024,27-01-2024,,,2.0,5.0,2.0,5.0,9.0,4.0,3.0,Sales Activity
chad29@example.net,Lin-Johnson Solution,16-07-2023,22-07-2023,,Feeling motivated,2.0,8.0,,4.0,4.0,0.0,,BAU Activity
conwayjoseph@example.org,"Brown, Sims and Davis Initiative",29-10-2023,04-11-2023,,,,4.0,4.0,,6.0,4.0,,Sales Activity
vmiranda@example.com,"Turner, Evans and Reed Solution",26-03-2023,01-04-2023,,,0.0,,6.0,5.0,5.0,,,Sales Activity
cheryl22@example.net,"Sanchez, Jackson and Scott Initiative",28-01-2024,03-02-2024,,Hopeful for a successful outcome,,6.0,3.0,6.0,,,1.0,Sales Activity
martinezkimberly@example.com,Martin-Ball Project,17-12-2023,23-12-2023,,Feeling optimistic about this project,0.0,,5.0,6.0,,12.0,2.0,Sales Activity
christinecharles@example.net,"Strickland, Roberts and Dixon Solution",06-08-2023,12-08-2023,,,2.0,7.0,5.0,5.0,10.0,,,Sales Activity
grahamanna@example.com,"Donovan, Tyler and Cabrera Solution",26-11-2023,02-12-2023,,,,5.0,4.0,4.0,5.0,4.0,2.0,Sales Activity
robbinsmartha@example.net,Simpson-Caldwell Project,31-03-2024,06-04-2024,,Can't wait to see the end result,1.0,8.0,4.0,,,4.0,2.0,Sales Activity
kristincervantes@example.com,Love Ltd Solution,01-05-2022,07-05-2022,,,1.0,,4.0,4.0,4.0,4.0,9.0,Sales Activity
ryan30@example.net,"Diaz, Lam and Maldonado Project",03-07-2022,09-07-2022,,,10.0,2.0,,11.0,7.0,5.0,0.0,Sales Activity
zmoore@example.com,Patrick Inc Initiative,30-07-2023,05-08-2023,,,11.0,4.0,10.0,,6.0,4.0,4.0,BAU Activity
taylor26@example.net,Butler-Acosta Solution,19-03-2023,25-03-2023,,,4.0,,11.0,12.0,6.0,0.0,12.0,BAU Activity
anthonyjeffrey@example.org,Austin-Clark Project,29-05-2022,04-06-2022,,Can't wait to see the end result,0.0,,5.0,4.0,4.0,6.0,,BAU Activity
marcus25@example.org,"Donovan, Tyler and Cabrera Solution",06-11-2022,12-11-2022,,Feeling optimistic about this project,6.0,,,7.0,4.0,3.0,0.0,Sales Activity
wsteele@example.org,Love Ltd Solution,26-06-2022,02-07-2022,,,1.0,12.0,2.0,12.0,,4.0,2.0,BAU Activity
robbinsmartha@example.net,Dalton Group Solution,21-05-2023,27-05-2023,,Looking forward to the challenge,2.0,,,1.0,8.0,9.0,1.0,Sales Activity
ernest46@example.org,Taylor LLC Project,10-03-2024,16-03-2024,,,,4.0,5.0,,8.0,5.0,,BAU Activity
smithbrittany@example.com,"Brown, Vasquez and Bush Initiative",12-03-2023,18-03-2023,,Eager to collaborate with the team,12.0,10.0,4.0,5.0,5.0,,,Sales Activity
brownjessica@example.org,Taylor LLC Project,03-07-2022,09-07-2022,,,1.0,,12.0,4.0,5.0,4.0,,BAU Activity
danielle18@example.com,Austin-Clark Project,01-05-2022,07-05-2022,,Can't wait to see the end result,0.0,4.0,4.0,,6.0,,7.0,BAU Activity
coneal@example.com,Meyers-Nunez Project,21-05-2023,27-05-2023,,Feeling motivated,7.0,,6.0,4.0,5.0,,7.0,BAU Activity
james09@example.net,Butler-Acosta Solution,17-09-2023,23-09-2023,,Feeling optimistic about this project,0.0,1.0,,5.0,6.0,,0.0,BAU Activity
hgarcia@example.com,"Donovan, Tyler and Cabrera Solution",28-05-2023,03-06-2023,,,2.0,5.0,,6.0,,2.0,12.0,BAU Activity
kaufmandonald@example.com,Lindsey Inc Initiative,18-09-2022,24-09-2022,,,9.0,10.0,,9.0,3.0,4.0,,BAU Activity
elizabeth58@example.com,Austin-Clark Project,08-01-2023,14-01-2023,,Looking forward to the challenge,,6.0,5.0,,5.0,6.0,3.0,BAU Activity
dudleylouis@example.org,Scott and Sons Project,14-08-2022,20-08-2022,,Ready to dive in,,,3.0,10.0,6.0,1.0,,BAU Activity
andrewjacobs@example.com,Castillo PLC Solution,09-10-2022,15-10-2022,,,6.0,,,5.0,3.0,11.0,2.0,Sales Activity
colemanchristopher@example.org,Herrera Ltd Initiative,04-09-2022,10-09-2022,,,0.0,4.0,4.0,5.0,0.0,9.0,0.0,Sales Activity
nsmith@example.org,"Sanchez, Jackson and Scott Initiative",08-05-2022,14-05-2022,,Feeling optimistic about this project,11.0,6.0,,3.0,,,0.0,BAU Activity
frederickclifford@example.org,Gonzalez-Becker Initiative,04-06-2023,10-06-2023,,,12.0,9.0,4.0,6.0,4.0,4.0,6.0,Sales Activity
lopezjennifer@example.net,Li-Schwartz Project,12-02-2023,18-02-2023,,Excited to get started!,3.0,5.0,0.0,5.0,7.0,5.0,2.0,Sales Activity
conniemiles@example.org,Scott and Sons Project,17-12-2023,23-12-2023,,,11.0,,,8.0,,6.0,0.0,BAU Activity
natasha62@example.net,Cabrera Inc Project,17-04-2022,23-04-2022,,Can't wait to see the end result,2.0,2.0,5.0,4.0,6.0,5.0,,Sales Activity
ymartin@example.org,Lopez Inc Initiative,04-06-2023,10-06-2023,,,9.0,,9.0,6.0,4.0,,9.0,BAU Activity
romantimothy@example.net,Meyers-Nunez Project,14-05-2023,20-05-2023,,Excited to get started!,1.0,,1.0,4.0,6.0,4.0,0.0,BAU Activity
qjones@example.com,Henry-Sandoval Project,07-05-2023,13-05-2023,,,0.0,4.0,2.0,6.0,8.0,,11.0,Sales Activity
patrick97@example.org,Harris-Nicholson Project,03-12-2023,09-12-2023,,,2.0,7.0,,,5.0,7.0,5.0,BAU Activity
mirandastephanie@example.net,"Strickland, Roberts and Dixon Solution",15-10-2023,21-10-2023,,,0.0,4.0,,,4.0,4.0,,BAU Activity
mitchellchristina@example.org,"Lang, Allen and Hayes Solution",16-07-2023,22-07-2023,,Ready to dive in,11.0,,4.0,,,4.0,1.0,Sales Activity
jasonnguyen@example.net,Meyers-Nunez Project,25-12-2022,31-12-2022,,,1.0,5.0,6.0,,,,12.0,BAU Activity
melissahanna@example.com,Hernandez-Wells Initiative,05-11-2023,11-11-2023,,Looking forward to the challenge,3.0,6.0,,,12.0,,2.0,Sales Activity
davidreyes@example.com,Lin-Johnson Solution,18-12-2022,24-12-2022,,Feeling optimistic about this project,,5.0,5.0,6.0,4.0,8.0,12.0,BAU Activity
carl81@example.com,"Adams, Mcgee and Baker Initiative",04-02-2024,10-02-2024,,,1.0,6.0,,,4.0,,2.0,BAU Activity
tflores@example.com,Lindsey Inc Initiative,01-05-2022,07-05-2022,,Can't wait to see the end result,3.0,4.0,4.0,,4.0,,9.0,Sales Activity
stephanieking@example.com,Harris-Nicholson Project,12-06-2022,18-06-2022,,,1.0,6.0,10.0,,0.0,9.0,0.0,BAU Activity
johnkennedy@example.com,"Brown, Sims and Davis Initiative",10-07-2022,16-07-2022,,Feeling motivated,2.0,,6.0,,1.0,6.0,2.0,Sales Activity
johnsonmeghan@example.com,Ward-Berg Initiative,18-09-2022,24-09-2022,,,,,,,,,9.0,Sales Activity
zdavidson@example.net,Martin-Ball Project,30-07-2023,05-08-2023,,Looking forward to the challenge,3.0,2.0,,,6.0,5.0,,Sales Activity
lisasullivan@example.org,Li-Schwartz Project,03-07-2022,09-07-2022,,Excited to get started!,1.0,,,,,,3.0,Sales Activity
scline@example.net,"Brown, Sims and Davis Initiative",14-08-2022,20-08-2022,,,1.0,4.0,4.0,6.0,,10.0,6.0,BAU Activity
qlee@example.org,Butler-Acosta Solution,15-10-2023,21-10-2023,,Feeling optimistic about this project,,5.0,4.0,4.0,3.0,6.0,,BAU Activity
angela14@example.org,Hernandez-Wells Initiative,01-10-2023,07-10-2023,,Ready to dive in,,3.0,5.0,,,,,BAU Activity
owilliams@example.com,"Brown, Sims and Davis Initiative",01-10-2023,07-10-2023,,Ready to dive in,1.0,5.0,4.0,5.0,2.0,12.0,4.0,BAU Activity
davislisa@example.net,Greene Inc Initiative,22-10-2023,28-10-2023,,Excited to get started!,,5.0,,4.0,5.0,,,Sales Activity
pinedaterri@example.net,Hurley Group Project,08-10-2023,14-10-2023,,,1.0,,5.0,4.0,,9.0,,Sales Activity
wardallen@example.org,Serrano and Sons Solution,03-07-2022,09-07-2022,,Feeling optimistic about this project,6.0,3.0,10.0,4.0,6.0,4.0,,BAU Activity
ntorres@example.com,Abbott-Carter Solution,08-10-2023,14-10-2023,,,1.0,,9.0,3.0,5.0,12.0,,BAU Activity
murphyjose@example.net,Brown Inc Initiative,10-04-2022,16-04-2022,,Can't wait to see the end result,,4.0,6.0,3.0,,7.0,8.0,BAU Activity
taylorrobert@example.com,Stevenson-Johnson Project,22-05-2022,28-05-2022,,Feeling motivated,3.0,9.0,4.0,6.0,6.0,,1.0,BAU Activity
fowlerellen@example.net,Snow-Lee Project,27-11-2022,03-12-2022,,,0.0,8.0,,4.0,4.0,12.0,,Sales Activity
gbarton@example.com,"Brown, Vasquez and Bush Initiative",12-11-2023,18-11-2023,,,,5.0,5.0,7.0,6.0,,2.0,Sales Activity
warrenhuffman@example.org,Brown Inc Initiative,09-07-2023,15-07-2023,,Eager to collaborate with the team,1.0,8.0,,1.0,,5.0,6.0,BAU Activity
margaretwilliams@example.com,Martin-Ball Project,15-10-2023,21-10-2023,,Feeling motivated,0.0,6.0,5.0,7.0,3.0,6.0,10.0,BAU Activity
david77@example.org,Martin-Ball Project,16-04-2023,22-04-2023,,Hopeful for a successful outcome,,6.0,12.0,,6.0,4.0,1.0,BAU Activity
salazarjordan@example.com,Ward-Berg Initiative,24-12-2023,30-12-2023,,Feeling motivated,3.0,,,5.0,,6.0,9.0,BAU Activity
ericcunningham@example.com,Meyers-Nunez Project,12-11-2023,18-11-2023,,,2.0,3.0,5.0,10.0,0.0,,7.0,BAU Activity
